unitid,year,fips,race,sex,completers
122746,2015,6,7,1,11
122746,2015,6,7,99,33
122746,2015,6,7,2,22
122746,2015,6,5,1,3
122746,2015,6,5,99,6
122746,2015,6,5,2,3
122746,2015,6,4,1,73
122746,2015,6,4,99,188
122746,2015,6,4,2,115
122746,2015,6,2,1,29
122746,2015,6,2,99,54
122746,2015,6,2,2,25
122746,2015,6,3,1,125
122746,2015,6,3,99,361
122746,2015,6,3,2,236
122746,2015,6,6,1,3
122746,2015,6,6,99,8
122746,2015,6,6,2,5
122746,2015,6,8,1,1
122746,2015,6,8,99,2
122746,2015,6,8,2,1
122746,2015,6,99,1,324
122746,2015,6,99,99,842
122746,2015,6,99,2,518
122746,2015,6,9,1,20
122746,2015,6,9,99,42
122746,2015,6,9,2,22
122746,2015,6,1,1,59
122746,2015,6,1,99,148
122746,2015,6,1,2,89
122755,2014,6,7,1,125
122755,2014,6,7,99,327
122755,2014,6,7,2,202
122755,2014,6,5,1,5
122755,2014,6,5,99,16
122755,2014,6,5,2,11
122755,2014,6,4,1,1085
122755,2014,6,4,99,2392
122755,2014,6,4,2,1307
122755,2014,6,2,1,90
122755,2014,6,2,99,193
122755,2014,6,2,2,103
122755,2014,6,3,1,594
122755,2014,6,3,99,1558
122755,2014,6,3,2,964
122755,2014,6,6,1,10
122755,2014,6,6,99,30
122755,2014,6,6,2,20
122755,2014,6,8,1,496
122755,2014,6,8,99,852
122755,2014,6,8,2,356
122755,2014,6,99,1,3504
122755,2014,6,99,99,7910
122755,2014,6,99,2,4406
122755,2014,6,9,1,207
122755,2014,6,9,99,453
122755,2014,6,9,2,246
122755,2014,6,1,1,892
122755,2014,6,1,99,2089
122755,2014,6,1,2,1197
122755,2015,6,7,1,166
122755,2015,6,7,99,371
122755,2015,6,7,2,205
122755,2015,6,5,1,8
122755,2015,6,5,99,20
122755,2015,6,5,2,12
122755,2015,6,4,1,1267
122755,2015,6,4,99,2701
122755,2015,6,4,2,1434
122755,2015,6,2,1,104
122755,2015,6,2,99,231
122755,2015,6,2,2,127
122755,2015,6,3,1,711
122755,2015,6,3,99,1828
122755,2015,6,3,2,1117
122755,2015,6,6,1,18
122755,2015,6,6,99,31
122755,2015,6,6,2,13
122755,2015,6,8,1,773
122755,2015,6,8,99,1245
122755,2015,6,8,2,472
122755,2015,6,99,1,4207
122755,2015,6,99,99,8971
122755,2015,6,99,2,4764
122755,2015,6,9,1,183
122755,2015,6,9,99,423
122755,2015,6,9,2,240
122755,2015,6,1,1,977
122755,2015,6,1,99,2121
122755,2015,6,1,2,1144
122791,2014,6,7,1,37
122791,2014,6,7,99,72
122791,2014,6,7,2,35
122791,2014,6,5,1,0
122791,2014,6,5,99,2
122791,2014,6,5,2,2
122791,2014,6,4,1,143
122791,2014,6,4,99,300
122791,2014,6,4,2,157
122791,2014,6,2,1,19
122791,2014,6,2,99,31
122791,2014,6,2,2,12
122791,2014,6,3,1,145
122791,2014,6,3,99,334
122791,2014,6,3,2,189
122791,2014,6,6,1,16
122791,2014,6,6,99,24
122791,2014,6,6,2,8
122791,2014,6,8,1,15
122791,2014,6,8,99,36
122791,2014,6,8,2,21
122791,2014,6,99,1,595
122791,2014,6,99,99,1216
122791,2014,6,99,2,621
122791,2014,6,9,1,14
122791,2014,6,9,99,33
122791,2014,6,9,2,19
122791,2014,6,1,1,206
122791,2014,6,1,99,384
122791,2014,6,1,2,178
122791,2015,6,7,1,33
122791,2015,6,7,99,72
122791,2015,6,7,2,39
122791,2015,6,5,1,2
122791,2015,6,5,99,2
122791,2015,6,5,2,0
122791,2015,6,4,1,152
122791,2015,6,4,99,327
122791,2015,6,4,2,175
122791,2015,6,2,1,17
122791,2015,6,2,99,32
122791,2015,6,2,2,15
122791,2015,6,3,1,124
122791,2015,6,3,99,342
122791,2015,6,3,2,218
122791,2015,6,6,1,14
122791,2015,6,6,99,20
122791,2015,6,6,2,6
122791,2015,6,8,1,26
122791,2015,6,8,99,63
122791,2015,6,8,2,37
122791,2015,6,99,1,576
122791,2015,6,99,99,1261
122791,2015,6,99,2,685
122791,2015,6,9,1,17
122791,2015,6,9,99,30
122791,2015,6,9,2,13
122791,2015,6,1,1,191
122791,2015,6,1,99,373
122791,2015,6,1,2,182
122834,2014,6,7,1,0
122834,2014,6,7,99,3
122834,2014,6,7,2,3
122834,2014,6,5,1,0
122834,2014,6,5,99,2
122834,2014,6,5,2,2
122834,2014,6,4,1,3
122834,2014,6,4,99,8
122834,2014,6,4,2,5
122834,2014,6,2,1,4
122834,2014,6,2,99,17
122834,2014,6,2,2,13
122834,2014,6,3,1,43
122834,2014,6,3,99,175
122834,2014,6,3,2,132
122834,2014,6,6,1,2
122834,2014,6,6,99,4
122834,2014,6,6,2,2
122834,2014,6,8,1,0
122834,2014,6,8,99,0
122834,2014,6,8,2,0
122834,2014,6,99,1,64
122834,2014,6,99,99,241
122834,2014,6,99,2,177
122834,2014,6,9,1,0
122834,2014,6,9,99,0
122834,2014,6,9,2,0
122834,2014,6,1,1,12
122834,2014,6,1,99,32
122834,2014,6,1,2,20
122834,2015,6,7,1,2
122834,2015,6,7,99,4
122834,2015,6,7,2,2
122834,2015,6,5,1,0
122834,2015,6,5,99,0
122834,2015,6,5,2,0
122834,2015,6,4,1,3
122834,2015,6,4,99,10
122834,2015,6,4,2,7
122834,2015,6,2,1,3
122834,2015,6,2,99,18
122834,2015,6,2,2,15
122834,2015,6,3,1,45
122834,2015,6,3,99,167
122834,2015,6,3,2,122
122834,2015,6,6,1,1
122834,2015,6,6,99,5
122834,2015,6,6,2,4
122834,2015,6,8,1,0
122834,2015,6,8,99,0
122834,2015,6,8,2,0
122834,2015,6,99,1,78
122834,2015,6,99,99,280
122834,2015,6,99,2,202
122834,2015,6,9,1,0
122834,2015,6,9,99,0
122834,2015,6,9,2,0
122834,2015,6,1,1,24
122834,2015,6,1,99,76
122834,2015,6,1,2,52
122843,2014,6,7,1,21
122843,2014,6,7,99,44
122843,2014,6,7,2,23
122843,2014,6,5,1,0
122843,2014,6,5,99,5
122843,2014,6,5,2,5
122843,2014,6,4,1,7
122843,2014,6,4,99,14
122843,2014,6,4,2,7
122843,2014,6,2,1,51
122843,2014,6,2,99,115
122843,2014,6,2,2,64
122843,2014,6,3,1,111
122843,2014,6,3,99,265
122843,2014,6,3,2,154
122843,2014,6,6,1,0
122843,2014,6,6,99,0
122843,2014,6,6,2,0
122843,2014,6,8,1,0
122843,2014,6,8,99,0
122843,2014,6,8,2,0
122843,2014,6,99,1,357
122843,2014,6,99,99,825
122843,2014,6,99,2,468
122843,2014,6,9,1,100
122843,2014,6,9,99,221
122843,2014,6,9,2,121
122843,2014,6,1,1,67
122843,2014,6,1,99,161
122843,2014,6,1,2,94
122852,2014,6,7,1,0
122852,2014,6,7,99,1
122852,2014,6,7,2,1
122852,2014,6,5,1,0
122852,2014,6,5,99,0
122852,2014,6,5,2,0
122852,2014,6,4,1,0
122852,2014,6,4,99,2
122852,2014,6,4,2,2
122852,2014,6,2,1,0
122852,2014,6,2,99,1
122852,2014,6,2,2,1
122852,2014,6,3,1,3
122852,2014,6,3,99,74
122852,2014,6,3,2,71
122852,2014,6,6,1,1
122852,2014,6,6,99,1
122852,2014,6,6,2,0
122852,2014,6,8,1,0
122852,2014,6,8,99,0
122852,2014,6,8,2,0
122852,2014,6,99,1,6
122852,2014,6,99,99,99
122852,2014,6,99,2,93
122852,2014,6,9,1,0
122852,2014,6,9,99,1
122852,2014,6,9,2,1
122852,2014,6,1,1,2
122852,2014,6,1,99,19
122852,2014,6,1,2,17
122852,2015,6,7,1,0
122852,2015,6,7,99,4
122852,2015,6,7,2,4
122852,2015,6,5,1,1
122852,2015,6,5,99,2
122852,2015,6,5,2,1
122852,2015,6,4,1,0
122852,2015,6,4,99,1
122852,2015,6,4,2,1
122852,2015,6,2,1,0
122852,2015,6,2,99,1
122852,2015,6,2,2,1
122852,2015,6,3,1,7
122852,2015,6,3,99,55
122852,2015,6,3,2,48
122852,2015,6,6,1,0
122852,2015,6,6,99,2
122852,2015,6,6,2,2
122852,2015,6,8,1,0
122852,2015,6,8,99,0
122852,2015,6,8,2,0
122852,2015,6,99,1,14
122852,2015,6,99,99,87
122852,2015,6,99,2,73
122852,2015,6,9,1,0
122852,2015,6,9,99,0
122852,2015,6,9,2,0
122852,2015,6,1,1,6
122852,2015,6,1,99,22
122852,2015,6,1,2,16
122889,2014,6,7,1,30
122889,2014,6,7,99,79
122889,2014,6,7,2,49
122889,2014,6,5,1,3
122889,2014,6,5,99,8
122889,2014,6,5,2,5
122889,2014,6,4,1,33
122889,2014,6,4,99,83
122889,2014,6,4,2,50
122889,2014,6,2,1,20
122889,2014,6,2,99,39
122889,2014,6,2,2,19
122889,2014,6,3,1,184
122889,2014,6,3,99,502
122889,2014,6,3,2,318
122889,2014,6,6,1,2
122889,2014,6,6,99,3
122889,2014,6,6,2,1
122889,2014,6,8,1,88
122889,2014,6,8,99,207
122889,2014,6,8,2,119
122889,2014,6,99,1,731
122889,2014,6,99,99,1810
122889,2014,6,99,2,1079
122889,2014,6,9,1,9
122889,2014,6,9,99,28
122889,2014,6,9,2,19
122889,2014,6,1,1,362
122889,2014,6,1,99,861
122889,2014,6,1,2,499
122889,2015,6,7,1,29
122889,2015,6,7,99,74
122889,2015,6,7,2,45
122889,2015,6,5,1,0
122889,2015,6,5,99,3
122889,2015,6,5,2,3
122889,2015,6,4,1,39
122889,2015,6,4,99,98
122889,2015,6,4,2,59
122889,2015,6,2,1,12
122889,2015,6,2,99,40
122889,2015,6,2,2,28
122889,2015,6,3,1,177
122889,2015,6,3,99,529
122889,2015,6,3,2,352
122889,2015,6,6,1,0
122889,2015,6,6,99,3
122889,2015,6,6,2,3
122889,2015,6,8,1,113
122889,2015,6,8,99,246
122889,2015,6,8,2,133
122889,2015,6,99,1,642
122889,2015,6,99,99,1723
122889,2015,6,99,2,1081
122889,2015,6,9,1,12
122889,2015,6,9,99,32
122889,2015,6,9,2,20
122889,2015,6,1,1,260
122889,2015,6,1,99,698
122889,2015,6,1,2,438
122931,2014,6,7,1,51
122931,2014,6,7,99,114
122931,2014,6,7,2,63
122931,2014,6,5,1,1
122931,2014,6,5,99,2
122931,2014,6,5,2,1
122931,2014,6,4,1,204
122931,2014,6,4,99,385
122931,2014,6,4,2,181
122931,2014,6,2,1,29
122931,2014,6,2,99,55
122931,2014,6,2,2,26
122931,2014,6,3,1,162
122931,2014,6,3,99,338
122931,2014,6,3,2,176
122931,2014,6,6,1,2
122931,2014,6,6,99,7
122931,2014,6,6,2,5
122931,2014,6,8,1,200
122931,2014,6,8,99,452
122931,2014,6,8,2,252
122931,2014,6,99,1,1301
122931,2014,6,99,99,2736
122931,2014,6,99,2,1435
122931,2014,6,9,1,152
122931,2014,6,9,99,322
122931,2014,6,9,2,170
122931,2014,6,1,1,500
122931,2014,6,1,99,1061
122931,2014,6,1,2,561
122931,2015,6,7,1,66
122931,2015,6,7,99,134
122931,2015,6,7,2,68
122931,2015,6,5,1,1
122931,2015,6,5,99,4
122931,2015,6,5,2,3
122931,2015,6,4,1,234
122931,2015,6,4,99,437
122931,2015,6,4,2,203
122931,2015,6,2,1,26
122931,2015,6,2,99,57
122931,2015,6,2,2,31
122931,2015,6,3,1,168
122931,2015,6,3,99,366
122931,2015,6,3,2,198
122931,2015,6,6,1,9
122931,2015,6,6,99,9
122931,2015,6,6,2,0
122931,2015,6,8,1,272
122931,2015,6,8,99,525
122931,2015,6,8,2,253
122931,2015,6,99,1,1441
122931,2015,6,99,99,2802
122931,2015,6,99,2,1361
122931,2015,6,9,1,126
122931,2015,6,9,99,229
122931,2015,6,9,2,103
122931,2015,6,1,1,539
122931,2015,6,1,99,1041
122931,2015,6,1,2,502
122977,2014,6,7,1,37
122977,2014,6,7,99,88
122977,2014,6,7,2,51
122977,2014,6,5,1,3
122977,2014,6,5,99,5
122977,2014,6,5,2,2
122977,2014,6,4,1,176
122977,2014,6,4,99,408
122977,2014,6,4,2,232
122977,2014,6,2,1,83
122977,2014,6,2,99,176
122977,2014,6,2,2,93
122977,2014,6,3,1,358
122977,2014,6,3,99,948
122977,2014,6,3,2,590
122977,2014,6,6,1,4
122977,2014,6,6,99,9
122977,2014,6,6,2,5
122977,2014,6,8,1,214
122977,2014,6,8,99,551
122977,2014,6,8,2,337
122977,2014,6,99,1,1274
122977,2014,6,99,99,3131
122977,2014,6,99,2,1857
122977,2014,6,9,1,27
122977,2014,6,9,99,65
122977,2014,6,9,2,38
122977,2014,6,1,1,372
122977,2014,6,1,99,881
122977,2014,6,1,2,509
122977,2015,6,7,1,34
122977,2015,6,7,99,114
122977,2015,6,7,2,80
122977,2015,6,5,1,0
122977,2015,6,5,99,4
122977,2015,6,5,2,4
122977,2015,6,4,1,230
122977,2015,6,4,99,552
122977,2015,6,4,2,322
122977,2015,6,2,1,86
122977,2015,6,2,99,193
122977,2015,6,2,2,107
122977,2015,6,3,1,422
122977,2015,6,3,99,1136
122977,2015,6,3,2,714
122977,2015,6,6,1,3
122977,2015,6,6,99,7
122977,2015,6,6,2,4
122977,2015,6,8,1,369
122977,2015,6,8,99,843
122977,2015,6,8,2,474
122977,2015,6,99,1,1668
122977,2015,6,99,99,4019
122977,2015,6,99,2,2351
122977,2015,6,9,1,34
122977,2015,6,9,99,83
122977,2015,6,9,2,49
122977,2015,6,1,1,490
122977,2015,6,1,99,1087
122977,2015,6,1,2,597
123013,2014,6,7,1,79
123013,2014,6,7,99,158
123013,2014,6,7,2,79
123013,2014,6,5,1,17
123013,2014,6,5,99,31
123013,2014,6,5,2,14
123013,2014,6,4,1,69
123013,2014,6,4,99,138
123013,2014,6,4,2,69
123013,2014,6,2,1,48
123013,2014,6,2,99,77
123013,2014,6,2,2,29
123013,2014,6,3,1,423
123013,2014,6,3,99,895
123013,2014,6,3,2,472
123013,2014,6,6,1,8
123013,2014,6,6,99,14
123013,2014,6,6,2,6
123013,2014,6,8,1,5
123013,2014,6,8,99,8
123013,2014,6,8,2,3
123013,2014,6,99,1,1907
123013,2014,6,99,99,3738
123013,2014,6,99,2,1831
123013,2014,6,9,1,17
123013,2014,6,9,99,23
123013,2014,6,9,2,6
123013,2014,6,1,1,1241
123013,2014,6,1,99,2394
123013,2014,6,1,2,1153
123013,2015,6,7,1,93
123013,2015,6,7,99,177
123013,2015,6,7,2,84
123013,2015,6,5,1,10
123013,2015,6,5,99,24
123013,2015,6,5,2,14
123013,2015,6,4,1,78
123013,2015,6,4,99,155
123013,2015,6,4,2,77
123013,2015,6,2,1,47
123013,2015,6,2,99,100
123013,2015,6,2,2,53
123013,2015,6,3,1,487
123013,2015,6,3,99,1027
123013,2015,6,3,2,540
123013,2015,6,6,1,8
123013,2015,6,6,99,15
123013,2015,6,6,2,7
123013,2015,6,8,1,6
123013,2015,6,8,99,16
123013,2015,6,8,2,10
123013,2015,6,99,1,2191
123013,2015,6,99,99,4104
123013,2015,6,99,2,1913
123013,2015,6,9,1,56
123013,2015,6,9,99,79
123013,2015,6,9,2,23
123013,2015,6,1,1,1406
123013,2015,6,1,99,2511
123013,2015,6,1,2,1105
123095,2014,6,7,1,2
123095,2014,6,7,99,5
123095,2014,6,7,2,3
123095,2014,6,5,1,0
123095,2014,6,5,99,1
123095,2014,6,5,2,1
123095,2014,6,4,1,1
123095,2014,6,4,99,3
123095,2014,6,4,2,2
123095,2014,6,2,1,1
123095,2014,6,2,99,4
123095,2014,6,2,2,3
123095,2014,6,3,1,6
123095,2014,6,3,99,16
123095,2014,6,3,2,10
123095,2014,6,6,1,0
123095,2014,6,6,99,0
123095,2014,6,6,2,0
123095,2014,6,8,1,3
123095,2014,6,8,99,7
123095,2014,6,8,2,4
123095,2014,6,99,1,27
123095,2014,6,99,99,125
123095,2014,6,99,2,98
123095,2014,6,9,1,1
123095,2014,6,9,99,7
123095,2014,6,9,2,6
123095,2014,6,1,1,13
123095,2014,6,1,99,82
123095,2014,6,1,2,69
123095,2015,6,7,1,0
123095,2015,6,7,99,1
123095,2015,6,7,2,1
123095,2015,6,5,1,0
123095,2015,6,5,99,0
123095,2015,6,5,2,0
123095,2015,6,4,1,1
123095,2015,6,4,99,2
123095,2015,6,4,2,1
123095,2015,6,2,1,2
123095,2015,6,2,99,6
123095,2015,6,2,2,4
123095,2015,6,3,1,3
123095,2015,6,3,99,9
123095,2015,6,3,2,6
123095,2015,6,6,1,0
123095,2015,6,6,99,0
123095,2015,6,6,2,0
123095,2015,6,8,1,4
123095,2015,6,8,99,11
123095,2015,6,8,2,7
123095,2015,6,99,1,27
123095,2015,6,99,99,100
123095,2015,6,99,2,73
123095,2015,6,9,1,10
123095,2015,6,9,99,31
123095,2015,6,9,2,21
123095,2015,6,1,1,7
123095,2015,6,1,99,40
123095,2015,6,1,2,33
123165,2014,6,7,1,0
123165,2014,6,7,99,20
123165,2014,6,7,2,20
123165,2014,6,5,1,0
123165,2014,6,5,99,0
123165,2014,6,5,2,0
123165,2014,6,4,1,1
123165,2014,6,4,99,50
123165,2014,6,4,2,49
123165,2014,6,2,1,0
123165,2014,6,2,99,6
123165,2014,6,2,2,6
123165,2014,6,3,1,2
123165,2014,6,3,99,22
123165,2014,6,3,2,20
123165,2014,6,6,1,0
123165,2014,6,6,99,0
123165,2014,6,6,2,0
123165,2014,6,8,1,0
123165,2014,6,8,99,13
123165,2014,6,8,2,13
123165,2014,6,99,1,5
123165,2014,6,99,99,257
123165,2014,6,99,2,252
123165,2014,6,9,1,0
123165,2014,6,9,99,23
123165,2014,6,9,2,23
123165,2014,6,1,1,2
123165,2014,6,1,99,123
123165,2014,6,1,2,121
123165,2015,6,7,1,0
123165,2015,6,7,99,19
123165,2015,6,7,2,19
123165,2015,6,5,1,0
123165,2015,6,5,99,0
123165,2015,6,5,2,0
123165,2015,6,4,1,1
123165,2015,6,4,99,54
123165,2015,6,4,2,53
123165,2015,6,2,1,0
123165,2015,6,2,99,6
123165,2015,6,2,2,6
123165,2015,6,3,1,1
123165,2015,6,3,99,26
123165,2015,6,3,2,25
123165,2015,6,6,1,0
123165,2015,6,6,99,1
123165,2015,6,6,2,1
123165,2015,6,8,1,0
123165,2015,6,8,99,4
123165,2015,6,8,2,4
123165,2015,6,99,1,7
123165,2015,6,99,99,229
123165,2015,6,99,2,222
123165,2015,6,9,1,1
123165,2015,6,9,99,25
123165,2015,6,9,2,24
123165,2015,6,1,1,4
123165,2015,6,1,99,94
123165,2015,6,1,2,90
123217,2014,6,7,1,20
123217,2014,6,7,99,48
123217,2014,6,7,2,28
123217,2014,6,5,1,6
123217,2014,6,5,99,12
123217,2014,6,5,2,6
123217,2014,6,4,1,18
123217,2014,6,4,99,59
123217,2014,6,4,2,41
123217,2014,6,2,1,14
123217,2014,6,2,99,24
123217,2014,6,2,2,10
123217,2014,6,3,1,349
123217,2014,6,3,99,784
123217,2014,6,3,2,435
123217,2014,6,6,1,1
123217,2014,6,6,99,3
123217,2014,6,6,2,2
123217,2014,6,8,1,2
123217,2014,6,8,99,2
123217,2014,6,8,2,0
123217,2014,6,99,1,601
123217,2014,6,99,99,1361
123217,2014,6,99,2,760
123217,2014,6,9,1,6
123217,2014,6,9,99,16
123217,2014,6,9,2,10
123217,2014,6,1,1,185
123217,2014,6,1,99,413
123217,2014,6,1,2,228
123217,2015,6,7,1,25
123217,2015,6,7,99,59
123217,2015,6,7,2,34
123217,2015,6,5,1,2
123217,2015,6,5,99,5
123217,2015,6,5,2,3
123217,2015,6,4,1,36
123217,2015,6,4,99,75
123217,2015,6,4,2,39
123217,2015,6,2,1,22
123217,2015,6,2,99,32
123217,2015,6,2,2,10
123217,2015,6,3,1,392
123217,2015,6,3,99,908
123217,2015,6,3,2,516
123217,2015,6,6,1,2
123217,2015,6,6,99,4
123217,2015,6,6,2,2
123217,2015,6,8,1,5
123217,2015,6,8,99,7
123217,2015,6,8,2,2
123217,2015,6,99,1,680
123217,2015,6,99,99,1532
123217,2015,6,99,2,852
123217,2015,6,9,1,9
123217,2015,6,9,99,17
123217,2015,6,9,2,8
123217,2015,6,1,1,187
123217,2015,6,1,99,425
123217,2015,6,1,2,238
123280,2014,6,7,1,0
123280,2014,6,7,99,1
123280,2014,6,7,2,1
123280,2014,6,5,1,0
123280,2014,6,5,99,0
123280,2014,6,5,2,0
123280,2014,6,4,1,1
123280,2014,6,4,99,1
123280,2014,6,4,2,0
123280,2014,6,2,1,2
123280,2014,6,2,99,4
123280,2014,6,2,2,2
123280,2014,6,3,1,1
123280,2014,6,3,99,2
123280,2014,6,3,2,1
123280,2014,6,6,1,0
123280,2014,6,6,99,1
123280,2014,6,6,2,1
123280,2014,6,8,1,0
123280,2014,6,8,99,0
123280,2014,6,8,2,0
123280,2014,6,99,1,7
123280,2014,6,99,99,14
123280,2014,6,99,2,7
123280,2014,6,9,1,0
123280,2014,6,9,99,0
123280,2014,6,9,2,0
123280,2014,6,1,1,3
123280,2014,6,1,99,5
123280,2014,6,1,2,2
123280,2015,6,7,1,0
123280,2015,6,7,99,0
123280,2015,6,7,2,0
123280,2015,6,5,1,0
123280,2015,6,5,99,0
123280,2015,6,5,2,0
123280,2015,6,4,1,0
123280,2015,6,4,99,0
123280,2015,6,4,2,0
123280,2015,6,2,1,0
123280,2015,6,2,99,0
123280,2015,6,2,2,0
123280,2015,6,3,1,0
123280,2015,6,3,99,0
123280,2015,6,3,2,0
123280,2015,6,6,1,0
123280,2015,6,6,99,0
123280,2015,6,6,2,0
123280,2015,6,8,1,0
123280,2015,6,8,99,0
123280,2015,6,8,2,0
123280,2015,6,99,1,4
123280,2015,6,99,99,5
123280,2015,6,99,2,1
123280,2015,6,9,1,0
123280,2015,6,9,99,0
123280,2015,6,9,2,0
123280,2015,6,1,1,4
123280,2015,6,1,99,5
123280,2015,6,1,2,1
123299,2014,6,7,1,6
123299,2014,6,7,99,18
123299,2014,6,7,2,12
123299,2014,6,5,1,8
123299,2014,6,5,99,24
123299,2014,6,5,2,16
123299,2014,6,4,1,12
123299,2014,6,4,99,31
123299,2014,6,4,2,19
123299,2014,6,2,1,5
123299,2014,6,2,99,6
123299,2014,6,2,2,1
123299,2014,6,3,1,35
123299,2014,6,3,99,98
123299,2014,6,3,2,63
123299,2014,6,6,1,0
123299,2014,6,6,99,1
123299,2014,6,6,2,1
123299,2014,6,8,1,1
123299,2014,6,8,99,2
123299,2014,6,8,2,1
123299,2014,6,99,1,284
123299,2014,6,99,99,747
123299,2014,6,99,2,463
123299,2014,6,9,1,10
123299,2014,6,9,99,19
123299,2014,6,9,2,9
123299,2014,6,1,1,207
123299,2014,6,1,99,548
123299,2014,6,1,2,341
123299,2015,6,7,1,8
123299,2015,6,7,99,31
123299,2015,6,7,2,23
123299,2015,6,5,1,7
123299,2015,6,5,99,19
123299,2015,6,5,2,12
123299,2015,6,4,1,10
123299,2015,6,4,99,23
123299,2015,6,4,2,13
123299,2015,6,2,1,3
123299,2015,6,2,99,4
123299,2015,6,2,2,1
123299,2015,6,3,1,34
123299,2015,6,3,99,89
123299,2015,6,3,2,55
123299,2015,6,6,1,0
123299,2015,6,6,99,1
123299,2015,6,6,2,1
123299,2015,6,8,1,0
123299,2015,6,8,99,0
123299,2015,6,8,2,0
123299,2015,6,99,1,251
123299,2015,6,99,99,688
123299,2015,6,99,2,437
123299,2015,6,9,1,9
123299,2015,6,9,99,26
123299,2015,6,9,2,17
123299,2015,6,1,1,180
123299,2015,6,1,99,495
123299,2015,6,1,2,315
123341,2014,6,7,1,31
123341,2014,6,7,99,82
123341,2014,6,7,2,51
123341,2014,6,5,1,1
123341,2014,6,5,99,6
123341,2014,6,5,2,5
123341,2014,6,4,1,40
123341,2014,6,4,99,81
123341,2014,6,4,2,41
123341,2014,6,2,1,17
123341,2014,6,2,99,42
123341,2014,6,2,2,25
123341,2014,6,3,1,188
123341,2014,6,3,99,465
123341,2014,6,3,2,277
123341,2014,6,6,1,0
123341,2014,6,6,99,3
123341,2014,6,6,2,3
123341,2014,6,8,1,18
123341,2014,6,8,99,38
123341,2014,6,8,2,20
123341,2014,6,99,1,862
123341,2014,6,99,99,2030
123341,2014,6,99,2,1168
123341,2014,6,9,1,14
123341,2014,6,9,99,37
123341,2014,6,9,2,23
123341,2014,6,1,1,553
123341,2014,6,1,99,1276
123341,2014,6,1,2,723
123341,2015,6,7,1,34
123341,2015,6,7,99,90
123341,2015,6,7,2,56
123341,2015,6,5,1,6
123341,2015,6,5,99,14
123341,2015,6,5,2,8
123341,2015,6,4,1,54
123341,2015,6,4,99,119
123341,2015,6,4,2,65
123341,2015,6,2,1,25
123341,2015,6,2,99,45
123341,2015,6,2,2,20
123341,2015,6,3,1,217
123341,2015,6,3,99,519
123341,2015,6,3,2,302
123341,2015,6,6,1,2
123341,2015,6,6,99,4
123341,2015,6,6,2,2
123341,2015,6,8,1,23
123341,2015,6,8,99,39
123341,2015,6,8,2,16
123341,2015,6,99,1,913
123341,2015,6,99,99,2172
123341,2015,6,99,2,1259
123341,2015,6,9,1,13
123341,2015,6,9,99,25
123341,2015,6,9,2,12
123341,2015,6,1,1,539
123341,2015,6,1,99,1317
123341,2015,6,1,2,778
123350,2014,6,7,1,1
123350,2014,6,7,99,2
123350,2014,6,7,2,1
123350,2014,6,5,1,0
123350,2014,6,5,99,0
123350,2014,6,5,2,0
123350,2014,6,4,1,0
123350,2014,6,4,99,2
123350,2014,6,4,2,2
123350,2014,6,2,1,0
123350,2014,6,2,99,4
123350,2014,6,2,2,4
123350,2014,6,3,1,1
123350,2014,6,3,99,25
123350,2014,6,3,2,24
123350,2014,6,6,1,0
123350,2014,6,6,99,0
123350,2014,6,6,2,0
123350,2014,6,8,1,0
123350,2014,6,8,99,0
123350,2014,6,8,2,0
123350,2014,6,99,1,2
123350,2014,6,99,99,44
123350,2014,6,99,2,42
123350,2014,6,9,1,0
123350,2014,6,9,99,2
123350,2014,6,9,2,2
123350,2014,6,1,1,0
123350,2014,6,1,99,9
123350,2014,6,1,2,9
123350,2015,6,7,1,1
123350,2015,6,7,99,2
123350,2015,6,7,2,1
123350,2015,6,5,1,0
123350,2015,6,5,99,0
123350,2015,6,5,2,0
123350,2015,6,4,1,0
123350,2015,6,4,99,2
123350,2015,6,4,2,2
123350,2015,6,2,1,0
123350,2015,6,2,99,5
123350,2015,6,2,2,5
123350,2015,6,3,1,1
123350,2015,6,3,99,25
123350,2015,6,3,2,24
123350,2015,6,6,1,0
123350,2015,6,6,99,0
123350,2015,6,6,2,0
123350,2015,6,8,1,0
123350,2015,6,8,99,2
123350,2015,6,8,2,2
123350,2015,6,99,1,2
123350,2015,6,99,99,52
123350,2015,6,99,2,50
123350,2015,6,9,1,0
123350,2015,6,9,99,4
123350,2015,6,9,2,4
123350,2015,6,1,1,0
123350,2015,6,1,99,12
123350,2015,6,1,2,12
123396,2014,6,7,1,0
123396,2014,6,7,99,0
123396,2014,6,7,2,0
123396,2014,6,5,1,0
123396,2014,6,5,99,1
123396,2014,6,5,2,1
123396,2014,6,4,1,0
123396,2014,6,4,99,0
123396,2014,6,4,2,0
123396,2014,6,2,1,0
123396,2014,6,2,99,1
123396,2014,6,2,2,1
123396,2014,6,3,1,0
123396,2014,6,3,99,3
123396,2014,6,3,2,3
123396,2014,6,6,1,0
123396,2014,6,6,99,0
123396,2014,6,6,2,0
123396,2014,6,8,1,0
123396,2014,6,8,99,0
123396,2014,6,8,2,0
123396,2014,6,99,1,0
123396,2014,6,99,99,9
123396,2014,6,99,2,9
123396,2014,6,9,1,0
123396,2014,6,9,99,0
123396,2014,6,9,2,0
123396,2014,6,1,1,0
123396,2014,6,1,99,4
123396,2014,6,1,2,4
123396,2015,6,7,1,0
123396,2015,6,7,99,0
123396,2015,6,7,2,0
123396,2015,6,5,1,0
