X1,state,StateAbbr,county,countyname,variable,year,value,name
160263,29,MO,53,Cooper County,Single Family,1982,3,Cooper
160264,29,MO,53,Cooper County,Single Family,1981,11,Cooper
160265,29,MO,53,Cooper County,Single Family,1980,7,Cooper
160334,29,MO,55,Crawford County,Single Family,2010,10,Crawford
160335,29,MO,55,Crawford County,Single Family,2009,8,Crawford
160336,29,MO,55,Crawford County,Single Family,2008,14,Crawford
160337,29,MO,55,Crawford County,Single Family,2007,13,Crawford
160338,29,MO,55,Crawford County,Single Family,2006,21,Crawford
160339,29,MO,55,Crawford County,Single Family,2005,28,Crawford
160340,29,MO,55,Crawford County,Single Family,2004,21,Crawford
160341,29,MO,55,Crawford County,Single Family,2003,33,Crawford
160342,29,MO,55,Crawford County,Single Family,2002,21,Crawford
160343,29,MO,55,Crawford County,Single Family,2001,23,Crawford
160344,29,MO,55,Crawford County,Single Family,2000,19,Crawford
160345,29,MO,55,Crawford County,Single Family,1999,30,Crawford
160346,29,MO,55,Crawford County,Single Family,1998,10,Crawford
160347,29,MO,55,Crawford County,Single Family,1997,20,Crawford
160348,29,MO,55,Crawford County,Single Family,1996,17,Crawford
160349,29,MO,55,Crawford County,Single Family,1995,32,Crawford
160350,29,MO,55,Crawford County,Single Family,1994,21,Crawford
160351,29,MO,55,Crawford County,Single Family,1993,17,Crawford
160352,29,MO,55,Crawford County,Single Family,1992,14,Crawford
160353,29,MO,55,Crawford County,Single Family,1991,11,Crawford
160354,29,MO,55,Crawford County,Single Family,1990,15,Crawford
160355,29,MO,55,Crawford County,Single Family,1989,19,Crawford
160356,29,MO,55,Crawford County,Single Family,1988,18,Crawford
160357,29,MO,55,Crawford County,Single Family,1987,21,Crawford
160358,29,MO,55,Crawford County,Single Family,1986,18,Crawford
160359,29,MO,55,Crawford County,Single Family,1985,8,Crawford
160360,29,MO,55,Crawford County,Single Family,1984,6,Crawford
160361,29,MO,55,Crawford County,Single Family,1983,4,Crawford
160362,29,MO,55,Crawford County,Single Family,1982,5,Crawford
160363,29,MO,55,Crawford County,Single Family,1981,5,Crawford
160364,29,MO,55,Crawford County,Single Family,1980,7,Crawford
160419,29,MO,57,Dade County,Single Family,2010,2,Dade
160420,29,MO,57,Dade County,Single Family,2007,2,Dade
160421,29,MO,57,Dade County,Single Family,2004,4,Dade
160422,29,MO,57,Dade County,Single Family,1997,1,Dade
160423,29,MO,57,Dade County,Single Family,1996,3,Dade
160424,29,MO,57,Dade County,Single Family,1995,4,Dade
160425,29,MO,57,Dade County,Single Family,1994,1,Dade
160426,29,MO,57,Dade County,Single Family,1993,2,Dade
160427,29,MO,57,Dade County,Single Family,1991,1,Dade
160428,29,MO,57,Dade County,Single Family,1989,1,Dade
160429,29,MO,57,Dade County,Single Family,1986,2,Dade
160430,29,MO,57,Dade County,Single Family,1984,2,Dade
160431,29,MO,57,Dade County,Single Family,1983,5,Dade
160432,29,MO,57,Dade County,Single Family,1982,3,Dade
160433,29,MO,57,Dade County,Single Family,1981,1,Dade
160434,29,MO,57,Dade County,Single Family,1980,4,Dade
160447,29,MO,59,Dallas County,Single Family,2009,7,Dallas
160448,29,MO,59,Dallas County,Single Family,2007,5,Dallas
160449,29,MO,59,Dallas County,Single Family,2006,22,Dallas
160450,29,MO,59,Dallas County,Single Family,2005,7,Dallas
160451,29,MO,59,Dallas County,Single Family,2004,11,Dallas
160452,29,MO,59,Dallas County,Single Family,2003,9,Dallas
160453,29,MO,59,Dallas County,Single Family,2002,20,Dallas
160486,29,MO,61,Daviess County,Single Family,2010,3,Daviess
160487,29,MO,61,Daviess County,Single Family,2009,1,Daviess
160488,29,MO,61,Daviess County,Single Family,2008,1,Daviess
160489,29,MO,61,Daviess County,Single Family,2007,3,Daviess
160490,29,MO,61,Daviess County,Single Family,2006,2,Daviess
160491,29,MO,61,Daviess County,Single Family,2005,13,Daviess
160492,29,MO,61,Daviess County,Single Family,2004,7,Daviess
160493,29,MO,61,Daviess County,Single Family,2003,3,Daviess
160494,29,MO,61,Daviess County,Single Family,2002,1,Daviess
160495,29,MO,61,Daviess County,Single Family,2001,6,Daviess
160496,29,MO,61,Daviess County,Single Family,2000,2,Daviess
160497,29,MO,61,Daviess County,Single Family,1999,23,Daviess
160498,29,MO,61,Daviess County,Single Family,1998,3,Daviess
160499,29,MO,61,Daviess County,Single Family,1997,3,Daviess
160500,29,MO,61,Daviess County,Single Family,1995,1,Daviess
160501,29,MO,61,Daviess County,Single Family,1994,2,Daviess
160502,29,MO,61,Daviess County,Single Family,1993,17,Daviess
160526,29,MO,63,DeKalb County,Single Family,2010,1,DeKalb
160527,29,MO,63,DeKalb County,Single Family,2009,2,DeKalb
160528,29,MO,63,DeKalb County,Single Family,2008,5,DeKalb
160529,29,MO,63,DeKalb County,Single Family,2007,12,DeKalb
160530,29,MO,63,DeKalb County,Single Family,2006,7,DeKalb
160531,29,MO,63,DeKalb County,Single Family,2005,12,DeKalb
160532,29,MO,63,DeKalb County,Single Family,2004,9,DeKalb
160533,29,MO,63,DeKalb County,Single Family,2003,10,DeKalb
160534,29,MO,63,DeKalb County,Single Family,2002,8,DeKalb
160535,29,MO,63,DeKalb County,Single Family,1999,1,DeKalb
160536,29,MO,63,DeKalb County,Single Family,1997,1,DeKalb
160537,29,MO,63,DeKalb County,Single Family,1996,2,DeKalb
160538,29,MO,63,DeKalb County,Single Family,1994,1,DeKalb
160539,29,MO,63,DeKalb County,Single Family,1992,1,DeKalb
160540,29,MO,63,DeKalb County,Single Family,1990,1,DeKalb
160541,29,MO,63,DeKalb County,Single Family,1989,1,DeKalb
160542,29,MO,63,DeKalb County,Single Family,1988,1,DeKalb
160543,29,MO,63,DeKalb County,Single Family,1983,2,DeKalb
160583,29,MO,65,Dent County,Single Family,2010,1,Dent
160584,29,MO,65,Dent County,Single Family,2008,4,Dent
160585,29,MO,65,Dent County,Single Family,2007,8,Dent
160586,29,MO,65,Dent County,Single Family,2006,10,Dent
160587,29,MO,65,Dent County,Single Family,2005,18,Dent
160588,29,MO,65,Dent County,Single Family,2004,6,Dent
160589,29,MO,65,Dent County,Single Family,2003,5,Dent
160590,29,MO,65,Dent County,Single Family,2002,9,Dent
160591,29,MO,65,Dent County,Single Family,2001,6,Dent
160592,29,MO,65,Dent County,Single Family,2000,3,Dent
160593,29,MO,65,Dent County,Single Family,1999,14,Dent
160594,29,MO,65,Dent County,Single Family,1998,44,Dent
160595,29,MO,65,Dent County,Single Family,1997,4,Dent
160596,29,MO,65,Dent County,Single Family,1996,7,Dent
160597,29,MO,65,Dent County,Single Family,1995,9,Dent
160598,29,MO,65,Dent County,Single Family,1994,29,Dent
160599,29,MO,65,Dent County,Single Family,1993,18,Dent
160600,29,MO,65,Dent County,Single Family,1992,14,Dent
160601,29,MO,65,Dent County,Single Family,1991,9,Dent
160602,29,MO,65,Dent County,Single Family,1990,7,Dent
160603,29,MO,65,Dent County,Single Family,1989,5,Dent
160604,29,MO,65,Dent County,Single Family,1988,3,Dent
160605,29,MO,65,Dent County,Single Family,1987,2,Dent
160606,29,MO,65,Dent County,Single Family,1986,1,Dent
160607,29,MO,65,Dent County,Single Family,1985,1,Dent
160608,29,MO,65,Dent County,Single Family,1984,4,Dent
160609,29,MO,65,Dent County,Single Family,1983,4,Dent
160610,29,MO,65,Dent County,Single Family,1982,2,Dent
160611,29,MO,65,Dent County,Single Family,1981,4,Dent
160612,29,MO,65,Dent County,Single Family,1980,4,Dent
160661,29,MO,67,Douglas County,Single Family,2010,1,Douglas
160662,29,MO,67,Douglas County,Single Family,2009,1,Douglas
160663,29,MO,67,Douglas County,Single Family,2008,2,Douglas
160664,29,MO,67,Douglas County,Single Family,2007,22,Douglas
160665,29,MO,67,Douglas County,Single Family,2006,29,Douglas
160666,29,MO,67,Douglas County,Single Family,2005,16,Douglas
160667,29,MO,67,Douglas County,Single Family,2004,3,Douglas
160668,29,MO,67,Douglas County,Single Family,2003,3,Douglas
160669,29,MO,67,Douglas County,Single Family,2002,8,Douglas
160670,29,MO,67,Douglas County,Single Family,2001,4,Douglas
160671,29,MO,67,Douglas County,Single Family,2000,12,Douglas
160672,29,MO,67,Douglas County,Single Family,1999,12,Douglas
160673,29,MO,67,Douglas County,Single Family,1998,4,Douglas
160674,29,MO,67,Douglas County,Single Family,1997,4,Douglas
160675,29,MO,67,Douglas County,Single Family,1996,14,Douglas
160676,29,MO,67,Douglas County,Single Family,1995,13,Douglas
160677,29,MO,67,Douglas County,Single Family,1994,12,Douglas
160678,29,MO,67,Douglas County,Single Family,1993,13,Douglas
160679,29,MO,67,Douglas County,Single Family,1992,9,Douglas
160680,29,MO,67,Douglas County,Single Family,1991,9,Douglas
160681,29,MO,67,Douglas County,Single Family,1990,10,Douglas
160682,29,MO,67,Douglas County,Single Family,1989,11,Douglas
160683,29,MO,67,Douglas County,Single Family,1988,10,Douglas
160684,29,MO,67,Douglas County,Single Family,1987,11,Douglas
160685,29,MO,67,Douglas County,Single Family,1986,7,Douglas
160686,29,MO,67,Douglas County,Single Family,1985,6,Douglas
160687,29,MO,67,Douglas County,Single Family,1984,6,Douglas
160688,29,MO,67,Douglas County,Single Family,1983,7,Douglas
160689,29,MO,67,Douglas County,Single Family,1982,5,Douglas
160690,29,MO,67,Douglas County,Single Family,1981,8,Douglas
160691,29,MO,67,Douglas County,Single Family,1980,15,Douglas
160733,29,MO,69,Dunklin County,Single Family,2010,3,Dunklin
160734,29,MO,69,Dunklin County,Single Family,2009,3,Dunklin
160735,29,MO,69,Dunklin County,Single Family,2008,12,Dunklin
160736,29,MO,69,Dunklin County,Single Family,2007,20,Dunklin
160737,29,MO,69,Dunklin County,Single Family,2006,18,Dunklin
160738,29,MO,69,Dunklin County,Single Family,2005,18,Dunklin
160739,29,MO,69,Dunklin County,Single Family,2004,25,Dunklin
160740,29,MO,69,Dunklin County,Single Family,2003,24,Dunklin
160741,29,MO,69,Dunklin County,Single Family,2002,22,Dunklin
160742,29,MO,69,Dunklin County,Single Family,2001,26,Dunklin
160743,29,MO,69,Dunklin County,Single Family,2000,34,Dunklin
160744,29,MO,69,Dunklin County,Single Family,1999,23,Dunklin
160745,29,MO,69,Dunklin County,Single Family,1998,33,Dunklin
160746,29,MO,69,Dunklin County,Single Family,1997,32,Dunklin
160747,29,MO,69,Dunklin County,Single Family,1996,38,Dunklin
160748,29,MO,69,Dunklin County,Single Family,1995,37,Dunklin
160749,29,MO,69,Dunklin County,Single Family,1994,47,Dunklin
160750,29,MO,69,Dunklin County,Single Family,1993,38,Dunklin
160751,29,MO,69,Dunklin County,Single Family,1992,43,Dunklin
160752,29,MO,69,Dunklin County,Single Family,1991,32,Dunklin
160753,29,MO,69,Dunklin County,Single Family,1990,24,Dunklin
160754,29,MO,69,Dunklin County,Single Family,1989,37,Dunklin
160755,29,MO,69,Dunklin County,Single Family,1988,36,Dunklin
160756,29,MO,69,Dunklin County,Single Family,1987,16,Dunklin
160757,29,MO,69,Dunklin County,Single Family,1986,13,Dunklin
160758,29,MO,69,Dunklin County,Single Family,1985,11,Dunklin
160759,29,MO,69,Dunklin County,Single Family,1984,16,Dunklin
160760,29,MO,69,Dunklin County,Single Family,1983,46,Dunklin
160761,29,MO,69,Dunklin County,Single Family,1982,54,Dunklin
160762,29,MO,69,Dunklin County,Single Family,1981,45,Dunklin
160763,29,MO,69,Dunklin County,Single Family,1980,42,Dunklin
160834,29,MO,71,Franklin County,Single Family,2010,170,Franklin
160835,29,MO,71,Franklin County,Single Family,2009,219,Franklin
160836,29,MO,71,Franklin County,Single Family,2008,278,Franklin
160837,29,MO,71,Franklin County,Single Family,2007,452,Franklin
160838,29,MO,71,Franklin County,Single Family,2006,551,Franklin
160839,29,MO,71,Franklin County,Single Family,2005,719,Franklin
160840,29,MO,71,Franklin County,Single Family,2004,672,Franklin
160841,29,MO,71,Franklin County,Single Family,2003,627,Franklin
160842,29,MO,71,Franklin County,Single Family,2002,558,Franklin
160843,29,MO,71,Franklin County,Single Family,2001,509,Franklin
160844,29,MO,71,Franklin County,Single Family,2000,533,Franklin
160845,29,MO,71,Franklin County,Single Family,1999,557,Franklin
160846,29,MO,71,Franklin County,Single Family,1998,551,Franklin
160847,29,MO,71,Franklin County,Single Family,1997,570,Franklin
160848,29,MO,71,Franklin County,Single Family,1996,647,Franklin
160849,29,MO,71,Franklin County,Single Family,1995,622,Franklin
160850,29,MO,71,Franklin County,Single Family,1994,714,Franklin
160851,29,MO,71,Franklin County,Single Family,1993,559,Franklin
160852,29,MO,71,Franklin County,Single Family,1992,614,Franklin
160853,29,MO,71,Franklin County,Single Family,1991,587,Franklin
160854,29,MO,71,Franklin County,Single Family,1990,432,Franklin
160855,29,MO,71,Franklin County,Single Family,1989,468,Franklin
160856,29,MO,71,Franklin County,Single Family,1988,551,Franklin
160857,29,MO,71,Franklin County,Single Family,1987,585,Franklin
160858,29,MO,71,Franklin County,Single Family,1986,526,Franklin
160859,29,MO,71,Franklin County,Single Family,1985,380,Franklin
160860,29,MO,71,Franklin County,Single Family,1984,344,Franklin
160861,29,MO,71,Franklin County,Single Family,1983,360,Franklin
160862,29,MO,71,Franklin County,Single Family,1982,179,Franklin
160863,29,MO,71,Franklin County,Single Family,1981,212,Franklin
160864,29,MO,71,Franklin County,Single Family,1980,269,Franklin
161003,29,MO,73,Gasconade County,Single Family,2010,2,Gasconade
161004,29,MO,73,Gasconade County,Single Family,2009,23,Gasconade
161005,29,MO,73,Gasconade County,Single Family,2008,17,Gasconade
161006,29,MO,73,Gasconade County,Single Family,2007,17,Gasconade
161007,29,MO,73,Gasconade County,Single Family,2006,25,Gasconade
161008,29,MO,73,Gasconade County,Single Family,2005,35,Gasconade
161009,29,MO,73,Gasconade County,Single Family,2004,19,Gasconade
161010,29,MO,73,Gasconade County,Single Family,2003,11,Gasconade
161011,29,MO,73,Gasconade County,Single Family,2002,9,Gasconade
161012,29,MO,73,Gasconade County,Single Family,2001,10,Gasconade
161013,29,MO,73,Gasconade County,Single Family,2000,11,Gasconade
161014,29,MO,73,Gasconade County,Single Family,1999,10,Gasconade
161015,29,MO,73,Gasconade County,Single Family,1998,10,Gasconade
161016,29,MO,73,Gasconade County,Single Family,1997,15,Gasconade
161017,29,MO,73,Gasconade County,Single Family,1996,3,Gasconade
161018,29,MO,73,Gasconade County,Single Family,1995,5,Gasconade
161019,29,MO,73,Gasconade County,Single Family,1994,7,Gasconade
161020,29,MO,73,Gasconade County,Single Family,1993,5,Gasconade
161021,29,MO,73,Gasconade County,Single Family,1992,6,Gasconade
161022,29,MO,73,Gasconade County,Single Family,1991,2,Gasconade
161023,29,MO,73,Gasconade County,Single Family,1990,6,Gasconade
161024,29,MO,73,Gasconade County,Single Family,1981,2,Gasconade
161025,29,MO,73,Gasconade County,Single Family,1980,1,Gasconade
161060,29,MO,75,Gentry County,Single Family,2010,4,Gentry
161061,29,MO,75,Gentry County,Single Family,2009,1,Gentry
161062,29,MO,75,Gentry County,Single Family,2008,1,Gentry
161063,29,MO,75,Gentry County,Single Family,2007,5,Gentry
161064,29,MO,75,Gentry County,Single Family,2006,6,Gentry
161065,29,MO,75,Gentry County,Single Family,2005,1,Gentry
161066,29,MO,75,Gentry County,Single Family,2004,4,Gentry
161067,29,MO,75,Gentry County,Single Family,2003,5,Gentry
161068,29,MO,75,Gentry County,Single Family,2002,6,Gentry
161069,29,MO,75,Gentry County,Single Family,2001,8,Gentry
161070,29,MO,75,Gentry County,Single Family,2000,4,Gentry
161071,29,MO,75,Gentry County,Single Family,1999,7,Gentry
161072,29,MO,75,Gentry County,Single Family,1998,2,Gentry
161073,29,MO,75,Gentry County,Single Family,1997,3,Gentry
161074,29,MO,75,Gentry County,Single Family,1996,2,Gentry
161075,29,MO,75,Gentry County,Single Family,1995,6,Gentry
161076,29,MO,75,Gentry County,Single Family,1994,4,Gentry
161077,29,MO,75,Gentry County,Single Family,1993,1,Gentry
161078,29,MO,75,Gentry County,Single Family,1990,1,Gentry
161079,29,MO,75,Gentry County,Single Family,1987,3,Gentry
161080,29,MO,75,Gentry County,Single Family,1983,2,Gentry
161081,29,MO,75,Gentry County,Single Family,1982,5,Gentry
161082,29,MO,75,Gentry County,Single Family,1981,1,Gentry
161083,29,MO,75,Gentry County,Single Family,1980,4,Gentry
161121,29,MO,77,Greene County,Single Family,2010,602,Greene
161122,29,MO,77,Greene County,Single Family,2009,468,Greene
161123,29,MO,77,Greene County,Single Family,2008,536,Greene
161124,29,MO,77,Greene County,Single Family,2007,992,Greene
161125,29,MO,77,Greene County,Single Family,2006,1825,Greene
161126,29,MO,77,Greene County,Single Family,2005,2156,Greene
161127,29,MO,77,Greene County,Single Family,2004,1949,Greene
161128,29,MO,77,Greene County,Single Family,2003,2019,Greene
161129,29,MO,77,Greene County,Single Family,2002,1897,Greene
161130,29,MO,77,Greene County,Single Family,2001,1485,Greene
161131,29,MO,77,Greene County,Single Family,2000,1311,Greene
161132,29,MO,77,Greene County,Single Family,1999,1553,Greene
161133,29,MO,77,Greene County,Single Family,1998,1453,Greene
161134,29,MO,77,Greene County,Single Family,1997,1325,Greene
161135,29,MO,77,Greene County,Single Family,1996,1302,Greene
161136,29,MO,77,Greene County,Single Family,1995,1302,Greene
161137,29,MO,77,Greene County,Single Family,1994,1651,Greene
161138,29,MO,77,Greene County,Single Family,1993,1651,Greene
161139,29,MO,77,Greene County,Single Family,1992,1337,Greene
161140,29,MO,77,Greene County,Single Family,1991,964,Greene
161141,29,MO,77,Greene County,Single Family,1990,978,Greene
161142,29,MO,77,Greene County,Single Family,1989,1342,Greene
161143,29,MO,77,Greene County,Single Family,1988,1296,Greene
161144,29,MO,77,Greene County,Single Family,1987,1472,Greene
161145,29,MO,77,Greene County,Single Family,1986,1492,Greene
161146,29,MO,77,Greene County,Single Family,1985,1278,Greene
161147,29,MO,77,Greene County,Single Family,1984,1017,Greene
161148,29,MO,77,Greene County,Single Family,1983,770,Greene
161149,29,MO,77,Greene County,Single Family,1982,295,Greene
161150,29,MO,77,Greene County,Single Family,1981,301,Greene
161151,29,MO,77,Greene County,Single Family,1980,552,Greene
161300,29,MO,79,Grundy County,Single Family,2010,1,Grundy
161301,29,MO,79,Grundy County,Single Family,2009,4,Grundy
161302,29,MO,79,Grundy County,Single Family,2008,1,Grundy
161303,29,MO,79,Grundy County,Single Family,2007,8,Grundy
161304,29,MO,79,Grundy County,Single Family,2006,19,Grundy
161305,29,MO,79,Grundy County,Single Family,2005,25,Grundy
161306,29,MO,79,Grundy County,Single Family,2004,23,Grundy
161307,29,MO,79,Grundy County,Single Family,2003,21,Grundy
161308,29,MO,79,Grundy County,Single Family,2002,19,Grundy
161309,29,MO,79,Grundy County,Single Family,2001,20,Grundy
161310,29,MO,79,Grundy County,Single Family,2000,20,Grundy
161311,29,MO,79,Grundy County,Single Family,1999,21,Grundy
161312,29,MO,79,Grundy County,Single Family,1998,20,Grundy
161313,29,MO,79,Grundy County,Single Family,1997,19,Grundy
161314,29,MO,79,Grundy County,Single Family,1996,19,Grundy
161315,29,MO,79,Grundy County,Single Family,1995,18,Grundy
161316,29,MO,79,Grundy County,Single Family,1994,18,Grundy
161317,29,MO,79,Grundy County,Single Family,1993,16,Grundy
161318,29,MO,79,Grundy County,Single Family,1992,9,Grundy
161319,29,MO,79,Grundy County,Single Family,1991,4,Grundy
161320,29,MO,79,Grundy County,Single Family,1990,5,Grundy
161321,29,MO,79,Grundy County,Single Family,1989,5,Grundy
161322,29,MO,79,Grundy County,Single Family,1988,4,Grundy
161323,29,MO,79,Grundy County,Single Family,1987,3,Grundy
161324,29,MO,79,Grundy County,Single Family,1986,1,Grundy
161325,29,MO,79,Grundy County,Single Family,1985,2,Grundy
161326,29,MO,79,Grundy County,Single Family,1984,2,Grundy
161327,29,MO,79,Grundy County,Single Family,1983,4,Grundy
161328,29,MO,79,Grundy County,Single Family,1982,3,Grundy
161329,29,MO,79,Grundy County,Single Family,1981,4,Grundy
161330,29,MO,79,Grundy County,Single Family,1980,12,Grundy
161381,29,MO,81,Harrison County,Single Family,2009,1,Harrison
161382,29,MO,81,Harrison County,Single Family,2008,5,Harrison
161383,29,MO,81,Harrison County,Single Family,2007,2,Harrison
161384,29,MO,81,Harrison County,Single Family,2006,3,Harrison
161385,29,MO,81,Harrison County,Single Family,2005,5,Harrison
161386,29,MO,81,Harrison County,Single Family,2004,7,Harrison
161387,29,MO,81,Harrison County,Single Family,2003,4,Harrison
161388,29,MO,81,Harrison County,Single Family,2002,3,Harrison
161389,29,MO,81,Harrison County,Single Family,2001,4,Harrison
161390,29,MO,81,Harrison County,Single Family,2000,11,Harrison
161391,29,MO,81,Harrison County,Single Family,1999,9,Harrison
161392,29,MO,81,Harrison County,Single Family,1998,4,Harrison
161393,29,MO,81,Harrison County,Single Family,1997,7,Harrison
161394,29,MO,81,Harrison County,Single Family,1996,8,Harrison
161395,29,MO,81,Harrison County,Single Family,1995,3,Harrison
161396,29,MO,81,Harrison County,Single Family,1994,3,Harrison
161397,29,MO,81,Harrison County,Single Family,1993,11,Harrison
161398,29,MO,81,Harrison County,Single Family,1992,5,Harrison
161399,29,MO,81,Harrison County,Single Family,1991,4,Harrison
161400,29,MO,81,Harrison County,Single Family,1990,4,Harrison
161401,29,MO,81,Harrison County,Single Family,1989,4,Harrison
161402,29,MO,81,Harrison County,Single Family,1988,5,Harrison
161403,29,MO,81,Harrison County,Single Family,1987,1,Harrison
161404,29,MO,81,Harrison County,Single Family,1986,1,Harrison
161405,29,MO,81,Harrison County,Single Family,1984,1,Harrison
161406,29,MO,81,Harrison County,Single Family,1983,1,Harrison
161407,29,MO,81,Harrison County,Single Family,1982,1,Harrison
161408,29,MO,81,Harrison County,Single Family,1980,2,Harrison
161452,29,MO,83,Henry County,Single Family,2010,46,Henry
161453,29,MO,83,Henry County,Single Family,2009,8,Henry
161454,29,MO,83,Henry County,Single Family,2008,17,Henry
161455,29,MO,83,Henry County,Single Family,2007,21,Henry
161456,29,MO,83,Henry County,Single Family,2006,22,Henry
161457,29,MO,83,Henry County,Single Family,2005,33,Henry
161458,29,MO,83,Henry County,Single Family,2004,23,Henry
161459,29,MO,83,Henry County,Single Family,2003,27,Henry
161460,29,MO,83,Henry County,Single Family,2002,36,Henry
161461,29,MO,83,Henry County,Single Family,2001,27,Henry
161462,29,MO,83,Henry County,Single Family,2000,23,Henry
161463,29,MO,83,Henry County,Single Family,1999,30,Henry
161464,29,MO,83,Henry County,Single Family,1998,23,Henry
161465,29,MO,83,Henry County,Single Family,1997,37,Henry
161466,29,MO,83,Henry County,Single Family,1996,20,Henry
161467,29,MO,83,Henry County,Single Family,1995,35,Henry
161468,29,MO,83,Henry County,Single Family,1994,54,Henry
161469,29,MO,83,Henry County,Single Family,1993,41,Henry
161470,29,MO,83,Henry County,Single Family,1992,24,Henry
161471,29,MO,83,Henry County,Single Family,1991,35,Henry
161472,29,MO,83,Henry County,Single Family,1990,21,Henry
161473,29,MO,83,Henry County,Single Family,1989,28,Henry
161474,29,MO,83,Henry County,Single Family,1988,26,Henry
161475,29,MO,83,Henry County,Single Family,1987,12,Henry
161476,29,MO,83,Henry County,Single Family,1986,13,Henry
161477,29,MO,83,Henry County,Single Family,1985,12,Henry
161478,29,MO,83,Henry County,Single Family,1984,33,Henry
161479,29,MO,83,Henry County,Single Family,1983,34,Henry
161480,29,MO,83,Henry County,Single Family,1982,32,Henry
161481,29,MO,83,Henry County,Single Family,1981,21,Henry
161482,29,MO,83,Henry County,Single Family,1980,43,Henry
161581,29,MO,87,Holt County,Single Family,2010,3,Holt
161582,29,MO,87,Holt County,Single Family,2009,4,Holt
161583,29,MO,87,Holt County,Single Family,2008,23,Holt
161584,29,MO,87,Holt County,Single Family,2007,7,Holt
161585,29,MO,87,Holt County,Single Family,2006,7,Holt
161586,29,MO,87,Holt County,Single Family,2004,1,Holt
161587,29,MO,87,Holt County,Single Family,2003,7,Holt
161588,29,MO,87,Holt County,Single Family,2002,7,Holt
161589,29,MO,87,Holt County,Single Family,2001,6,Holt
161590,29,MO,87,Holt County,Single Family,2000,4,Holt
161591,29,MO,87,Holt County,Single Family,1999,3,Holt
161592,29,MO,87,Holt County,Single Family,1998,2,Holt
161593,29,MO,87,Holt County,Single Family,1996,2,Holt
161594,29,MO,87,Holt County,Single Family,1995,5,Holt
161595,29,MO,87,Holt County,Single Family,1994,7,Holt
161596,29,MO,87,Holt County,Single Family,1993,2,Holt
161597,29,MO,87,Holt County,Single Family,1992,1,Holt
161598,29,MO,87,Holt County,Single Family,1990,1,Holt
161599,29,MO,87,Holt County,Single Family,1989,1,Holt
161600,29,MO,87,Holt County,Single Family,1986,1,Holt
161601,29,MO,87,Holt County,Single Family,1985,1,Holt
161602,29,MO,87,Holt County,Single Family,1984,2,Holt
161603,29,MO,87,Holt County,Single Family,1983,3,Holt
161604,29,MO,87,Holt County,Single Family,1982,7,Holt
161605,29,MO,87,Holt County,Single Family,1981,6,Holt
161638,29,MO,89,Howard County,Single Family,2009,2,Howard
161639,29,MO,89,Howard County,Single Family,2008,3,Howard
161640,29,MO,89,Howard County,Single Family,2007,2,Howard
161641,29,MO,89,Howard County,Single Family,2006,4,Howard
161642,29,MO,89,Howard County,Single Family,2005,5,Howard
161643,29,MO,89,Howard County,Single Family,2004,5,Howard
161644,29,MO,89,Howard County,Single Family,2003,7,Howard
161645,29,MO,89,Howard County,Single Family,2002,12,Howard
161646,29,MO,89,Howard County,Single Family,2001,3,Howard
161647,29,MO,89,Howard County,Single Family,2000,3,Howard
161648,29,MO,89,Howard County,Single Family,1999,7,Howard
161649,29,MO,89,Howard County,Single Family,1998,4,Howard
161650,29,MO,89,Howard County,Single Family,1997,7,Howard
161651,29,MO,89,Howard County,Single Family,1996,6,Howard
161652,29,MO,89,Howard County,Single Family,1995,7,Howard
161653,29,MO,89,Howard County,Single Family,1994,10,Howard
161654,29,MO,89,Howard County,Single Family,1993,7,Howard
161655,29,MO,89,Howard County,Single Family,1992,7,Howard
161656,29,MO,89,Howard County,Single Family,1991,5,Howard
161657,29,MO,89,Howard County,Single Family,1990,5,Howard
161658,29,MO,89,Howard County,Single Family,1989,4,Howard
161659,29,MO,89,Howard County,Single Family,1988,2,Howard
161660,29,MO,89,Howard County,Single Family,1987,2,Howard
161661,29,MO,89,Howard County,Single Family,1986,1,Howard
161662,29,MO,89,Howard County,Single Family,1985,4,Howard
161663,29,MO,89,Howard County,Single Family,1984,4,Howard
161664,29,MO,89,Howard County,Single Family,1983,4,Howard
161665,29,MO,89,Howard County,Single Family,1982,5,Howard
161666,29,MO,89,Howard County,Single Family,1981,5,Howard
161667,29,MO,89,Howard County,Single Family,1980,4,Howard
161707,29,MO,91,Howell County,Single Family,2010,15,Howell
161708,29,MO,91,Howell County,Single Family,2009,20,Howell
161709,29,MO,91,Howell County,Single Family,2008,24,Howell
161710,29,MO,91,Howell County,Single Family,2007,55,Howell
161711,29,MO,91,Howell County,Single Family,2006,70,Howell
161712,29,MO,91,Howell County,Single Family,2005,134,Howell
161713,29,MO,91,Howell County,Single Family,2004,116,Howell
161714,29,MO,91,Howell County,Single Family,2003,77,Howell
161715,29,MO,91,Howell County,Single Family,2002,90,Howell
161716,29,MO,91,Howell County,Single Family,2001,45,Howell
161717,29,MO,91,Howell County,Single Family,2000,61,Howell
161718,29,MO,91,Howell County,Single Family,1999,57,Howell
161719,29,MO,91,Howell County,Single Family,1998,68,Howell
161720,29,MO,91,Howell County,Single Family,1997,76,Howell
161721,29,MO,91,Howell County,Single Family,1996,107,Howell
161722,29,MO,91,Howell County,Single Family,1995,105,Howell
161723,29,MO,91,Howell County,Single Family,1994,79,Howell
161724,29,MO,91,Howell County,Single Family,1993,102,Howell
161725,29,MO,91,Howell County,Single Family,1992,75,Howell
